location_id,timestamp,temperature_c,humidity,weather_condition
3,2024-01-12T19:47:18Z,7.11,27.58,Snowy
3,2024-01-03T08:12:10Z,-9.34,90.51,Snowy
5,2024-01-10T15:16:20Z,38.07,96.24,Cloudy
1,2024-01-25T02:25:36Z,32.24,44.41,Snowy
6,2024-01-15T10:03:29Z,13.19,67.7,Rainy
2,2024-01-19T19:27:14Z,34.26,74.06,Snowy
7,2024-01-13T01:46:45Z,-0.33,5.55,Cloudy
2,2024-01-27T05:34:07Z,7.28,34.43,Snowy
5,2024-01-06T14:51:14Z,4.56,86.07,Snowy
8,2024-01-06T15:53:08Z,39.51,91.93,Rainy
6,2024-01-02T18:07:16Z,8.99,12.82,Sunny
8,2024-01-04T07:33:26Z,39.74,44.16,Sunny
8,2024-01-12T02:56:42Z,2.78,21.24,Cloudy
6,2024-01-09T11:19:02Z,16.79,87.09,Sunny
7,2024-01-18T17:51:57Z,13.87,66.97,Rainy
1,2024-01-03T21:15:52Z,-1.77,81.45,Snowy
5,2024-01-04T22:20:46Z,13.86,6.79,Snowy
1,2024-01-04T17:48:56Z,-0.42,84.65,Rainy
3,2024-01-07T12:28:39Z,38.91,97.19,Cloudy
5,2024-01-24T20:04:31Z,32.84,67.65,Sunny
3,2024-01-04T22:50:40Z,-3.91,1.53,Cloudy
6,2024-01-16T11:34:11Z,37.87,81.37,Snowy
7,2024-01-19T08:13:51Z,-7.99,7.22,Sunny
7,2024-01-01T22:37:50Z,-8.26,16.22,Snowy
2,2024-01-03T12:22:02Z,28.27,97.97,Snowy
1,2024-01-06T15:46:06Z,-6.44,82.96,Snowy
7,2024-01-13T09:55:50Z,32.61,0.71,Snowy
6,2024-01-27T03:50:20Z,16.08,68.59,Snowy
5,2024-01-22T18:41:37Z,-9.86,96.56,Rainy
5,2024-01-02T03:23:33Z,26.16,94.23,Rainy
1,2024-01-12T23:19:40Z,16.99,42.25,Sunny
3,2024-01-20T10:38:59Z,21.25,87.22,Cloudy
3,2024-01-26T09:01:11Z,19.53,87.61,Sunny
4,2024-01-11T08:30:57Z,21.74,13.42,Sunny
1,2024-01-06T19:37:59Z,32.87,84.05,Snowy
2,2024-01-21T08:20:16Z,35.97,65.82,Sunny
3,2024-01-24T00:29:19Z,-9.39,53.9,Rainy
4,2024-01-13T00:10:34Z,15.52,64.69,Sunny
3,2024-01-09T19:44:58Z,10.42,61.82,Snowy
7,2024-01-09T03:11:35Z,29.38,90.2,Sunny
1,2024-01-04T11:29:40Z,-5.1,93.44,Rainy
5,2024-01-25T19:42:15Z,37.94,84.26,Rainy
7,2024-01-02T17:01:08Z,20.72,47.6,Rainy
6,2024-01-24T20:51:25Z,5.41,49.06,Sunny
5,2024-01-03T11:27:38Z,23.74,35.18,Sunny
6,2024-01-27T09:50:52Z,-3.56,5.08,Sunny
1,2024-01-07T04:44:23Z,22.86,56.42,Cloudy
7,2024-01-29T18:56:15Z,-8.86,44.77,Cloudy
8,2024-01-01T13:41:08Z,38.9,95.24,Sunny
2,2024-01-06T13:21:32Z,-9.99,57.07,Sunny
2,2024-01-10T06:30:16Z,13.47,70.42,Sunny
2,2024-01-12T12:54:44Z,18.05,66.9,Snowy
2,2024-01-09T02:46:15Z,-6.4,93.81,Snowy
4,2024-01-13T06:01:48Z,13.38,50.44,Rainy
4,2024-01-17T20:45:36Z,3.68,98.51,Sunny
7,2024-01-24T07:40:21Z,32.91,83.68,Rainy
4,2024-01-16T23:46:06Z,16.23,11.0,Snowy
5,2024-01-18T12:33:02Z,31.07,82.74,Snowy
5,2024-01-02T11:27:35Z,34.83,38.17,Cloudy
4,2024-01-23T04:11:05Z,3.9,43.95,Rainy
4,2024-01-21T11:58:17Z,-3.45,82.59,Sunny
7,2024-01-14T02:54:46Z,28.63,27.52,Cloudy
5,2024-01-03T16:33:54Z,19.54,56.44,Rainy
4,2024-01-23T18:23:38Z,19.44,4.19,Snowy
2,2024-01-25T22:31:41Z,28.82,9.73,Snowy
6,2024-01-09T18:35:16Z,12.42,33.5,Cloudy
6,2024-01-24T19:25:57Z,19.04,93.64,Sunny
8,2024-01-20T11:26:05Z,4.77,25.8,Rainy
6,2024-01-19T04:31:25Z,38.28,44.69,Cloudy
3,2024-01-29T11:58:34Z,22.25,72.31,Sunny
8,2024-01-19T14:01:19Z,-9.4,54.92,Snowy
2,2024-01-09T02:51:34Z,20.43,82.44,Snowy
7,2024-01-18T10:02:16Z,30.94,39.14,Snowy
7,2024-01-14T18:14:31Z,27.01,33.79,Rainy
3,2024-01-08T02:50:47Z,21.67,77.83,Rainy
6,2024-01-25T08:43:48Z,1.63,83.45,Cloudy
3,2024-01-23T00:43:42Z,4.49,45.3,Rainy
1,2024-01-29T20:43:11Z,23.72,62.15,Cloudy
4,2024-01-22T18:49:36Z,-5.7,49.49,Sunny
6,2024-01-24T15:50:45Z,11.58,22.32,Sunny
8,2024-01-13T03:57:38Z,27.12,71.96,Rainy
1,2024-01-04T19:08:42Z,38.04,10.21,Rainy
1,2024-01-28T09:51:07Z,22.87,16.88,Sunny
4,2024-01-18T22:52:41Z,11.69,16.46,Sunny
8,2024-01-26T12:36:23Z,29.55,72.57,Rainy
7,2024-01-30T16:05:16Z,25.81,73.81,Sunny
4,2024-01-06T23:13:17Z,25.04,74.04,Rainy
2,2024-01-06T19:46:49Z,14.0,56.62,Rainy
8,2024-01-27T01:46:19Z,-9.16,5.65,Snowy
5,2024-01-15T07:01:06Z,21.54,15.18,Rainy
6,2024-01-01T23:48:50Z,-1.36,91.48,Sunny
4,2024-01-13T13:25:45Z,18.92,71.81,Rainy
1,2024-01-04T19:55:11Z,-5.47,5.6,Snowy
4,2024-01-10T12:11:08Z,29.0,0.67,Rainy
5,2024-01-24T10:24:59Z,-5.99,34.75,Rainy
5,2024-01-12T00:59:56Z,-3.23,43.99,Snowy
3,2024-01-02T20:40:11Z,3.21,12.0,Cloudy
3,2024-01-27T20:02:30Z,29.13,36.53,Cloudy
8,2024-01-24T18:11:39Z,8.34,14.44,Sunny
2,2024-01-06T19:41:39Z,2.79,95.77,Cloudy
7,2024-01-08T11:33:40Z,29.16,98.7,Cloudy
7,2024-01-20T21:47:03Z,28.52,18.45,Snowy
4,2024-01-13T10:26:51Z,21.19,81.19,Snowy
8,2024-01-01T00:11:11Z,10.69,93.91,Sunny
8,2024-01-27T14:43:32Z,6.95,35.83,Sunny
1,2024-01-02T00:22:26Z,1.75,33.68,Sunny
7,2024-01-14T11:37:25Z,-0.99,41.61,Cloudy
2,2024-01-10T05:47:33Z,-3.3,54.47,Snowy
1,2024-01-01T23:31:39Z,29.84,34.53,Snowy
3,2024-01-25T20:24:10Z,37.46,39.08,Cloudy
4,2024-01-05T11:38:47Z,29.32,39.36,Snowy
3,2024-01-08T06:00:12Z,1.45,38.46,Sunny
8,2024-01-21T16:57:53Z,19.98,88.04,Snowy
4,2024-01-26T08:51:41Z,18.27,98.59,Sunny
6,2024-01-20T15:28:39Z,22.01,65.03,Cloudy
6,2024-01-20T21:56:58Z,-8.81,6.87,Sunny
4,2024-01-05T23:27:51Z,26.31,30.88,Snowy
7,2024-01-13T14:01:13Z,28.87,41.05,Cloudy
6,2024-01-16T04:12:15Z,15.89,65.97,Sunny
8,2024-01-25T15:01:58Z,4.64,16.8,Sunny
2,2024-01-05T14:43:48Z,-2.55,7.02,Sunny
2,2024-01-12T10:29:34Z,3.84,82.79,Rainy
5,2024-01-20T09:04:54Z,21.14,87.41,Rainy
6,2024-01-14T10:28:10Z,31.33,91.14,Cloudy
8,2024-01-25T08:16:34Z,16.68,98.55,Snowy
2,2024-01-01T15:35:28Z,21.52,59.37,Snowy
8,2024-01-08T16:52:14Z,-1.76,82.09,Sunny
5,2024-01-20T04:58:29Z,-9.3,60.11,Sunny
8,2024-01-02T22:36:43Z,-9.79,2.11,Snowy
7,2024-01-04T06:39:39Z,12.88,88.62,Cloudy
3,2024-01-01T10:30:24Z,35.65,56.52,Snowy
7,2024-01-25T20:37:44Z,31.22,25.33,Cloudy
8,2024-01-05T18:23:10Z,4.75,31.67,Sunny
3,2024-01-02T23:16:23Z,34.7,42.48,Sunny
6,2024-01-13T15:14:54Z,35.09,16.96,Sunny
1,2024-01-18T17:36:58Z,-6.49,5.32,Rainy
8,2024-01-14T14:38:47Z,2.18,86.83,Cloudy
1,2024-01-09T22:54:25Z,16.47,74.66,Sunny
1,2024-01-03T00:27:01Z,-8.06,75.96,Sunny
6,2024-01-09T16:19:38Z,29.1,65.8,Cloudy
4,2024-01-13T16:36:58Z,-3.55,13.01,Sunny
1,2024-01-19T10:13:49Z,24.53,11.24,Rainy
5,2024-01-05T19:44:16Z,-3.17,74.7,Sunny
7,2024-01-19T16:04:03Z,34.21,52.44,Snowy
2,2024-01-13T22:29:20Z,15.48,73.16,Snowy
1,2024-01-04T16:34:36Z,20.47,46.95,Rainy
6,2024-01-06T08:36:04Z,20.69,77.35,Sunny
3,2024-01-28T04:14:37Z,2.65,33.7,Sunny
2,2024-01-14T18:15:56Z,-8.19,39.11,Cloudy
3,2024-01-24T09:00:19Z,22.31,82.48,Cloudy
7,2024-01-09T11:53:23Z,-8.46,99.79,Snowy
1,2024-01-16T05:51:14Z,-8.13,66.25,Rainy
6,2024-01-16T00:20:54Z,17.87,26.24,Cloudy
6,2024-01-30T04:46:52Z,24.13,68.08,Sunny
8,2024-01-08T07:24:03Z,17.99,58.93,Rainy
7,2024-01-13T17:17:44Z,1.84,94.92,Snowy
3,2024-01-24T23:14:08Z,36.62,66.42,Snowy
4,2024-01-01T10:33:54Z,5.64,5.51,Sunny
2,2024-01-20T09:20:01Z,39.61,8.54,Snowy
3,2024-01-23T11:46:40Z,19.64,61.98,Cloudy
8,2024-01-30T04:32:03Z,30.09,16.33,Cloudy
5,2024-01-05T00:59:19Z,30.37,48.87,Cloudy
1,2024-01-17T18:49:50Z,1.38,34.27,Cloudy
8,2024-01-08T13:09:16Z,33.42,59.09,Rainy
8,2024-01-17T07:36:47Z,2.42,33.98,Rainy
3,2024-01-24T01:15:06Z,33.55,78.47,Rainy
7,2024-01-23T21:19:06Z,-6.58,42.03,Snowy
3,2024-01-30T03:19:31Z,-3.67,56.93,Sunny
4,2024-01-27T08:19:31Z,31.56,32.23,Cloudy
3,2024-01-06T14:02:53Z,-0.43,76.41,Sunny
1,2024-01-15T13:23:38Z,1.53,55.02,Snowy
6,2024-01-28T08:54:56Z,-6.23,80.51,Snowy
3,2024-01-06T06:29:31Z,31.12,29.28,Snowy
5,2024-01-28T01:19:55Z,28.9,12.0,Sunny
8,2024-01-23T08:08:32Z,0.44,48.94,Snowy
2,2024-01-12T11:45:11Z,6.32,44.07,Cloudy
1,2024-01-24T00:30:19Z,39.55,37.52,Sunny
4,2024-01-14T07:53:17Z,-8.42,98.01,Rainy
5,2024-01-15T02:34:05Z,0.24,8.79,Cloudy
4,2024-01-02T09:30:07Z,37.02,26.34,Snowy
7,2024-01-23T11:05:00Z,21.98,41.82,Sunny
6,2024-01-16T10:49:51Z,8.85,10.27,Cloudy
1,2024-01-07T02:51:26Z,17.66,78.0,Rainy
3,2024-01-23T23:21:34Z,16.16,14.99,Snowy
7,2024-01-30T09:54:12Z,2.81,29.23,Sunny
1,2024-01-22T05:19:48Z,22.28,88.9,Rainy
2,2024-01-16T02:29:04Z,12.3,91.08,Snowy
8,2024-01-08T01:23:48Z,-8.3,10.7,Sunny
4,2024-01-06T20:42:07Z,34.81,60.44,Snowy
3,2024-01-17T18:15:06Z,18.52,72.64,Cloudy
3,2024-01-25T06:42:10Z,1.83,89.5,Sunny
2,2024-01-25T06:29:04Z,27.9,55.92,Cloudy
1,2024-01-11T17:48:43Z,39.69,66.62,Rainy
6,2024-01-30T17:12:10Z,36.21,98.48,Snowy
6,2024-01-28T18:53:28Z,18.83,2.34,Sunny
7,2024-01-20T02:33:31Z,1.86,38.05,Rainy
3,2024-01-20T11:39:06Z,39.67,39.86,Sunny
6,2024-01-11T16:25:32Z,26.41,82.5,Snowy
6,2024-01-23T16:39:17Z,21.43,81.04,Cloudy
2,2024-01-15T22:31:29Z,28.42,18.42,Rainy
8,2024-01-28T00:16:30Z,7.78,95.61,Rainy
8,2024-01-10T14:29:14Z,32.35,43.82,Snowy
6,2024-01-25T22:11:15Z,23.85,38.28,Cloudy
2,2024-01-21T10:33:04Z,22.76,47.6,Snowy
8,2024-01-14T04:35:36Z,38.9,42.68,Cloudy
5,2024-01-04T00:14:40Z,19.13,11.95,Sunny
4,2024-01-14T03:50:12Z,4.31,25.89,Snowy
7,2024-01-18T02:25:10Z,10.36,37.0,Snowy
5,2024-01-12T21:07:01Z,14.74,95.27,Snowy
3,2024-01-28T12:29:12Z,5.61,57.27,Cloudy
8,2024-01-08T14:41:12Z,3.69,29.35,Snowy
2,2024-01-07T14:53:35Z,15.32,15.94,Sunny
3,2024-01-07T11:37:25Z,12.11,38.9,Sunny
8,2024-01-21T06:32:18Z,-4.04,80.81,Sunny
1,2024-01-15T22:22:46Z,17.59,23.32,Cloudy
1,2024-01-15T03:59:32Z,33.76,17.27,Snowy
5,2024-01-09T07:39:01Z,36.26,86.44,Sunny
6,2024-01-11T10:27:08Z,-7.84,76.4,Sunny
7,2024-01-04T21:00:30Z,-4.08,79.99,Cloudy
8,2024-01-21T00:28:26Z,16.32,9.53,Sunny
4,2024-01-27T20:35:25Z,-1.83,72.99,Cloudy
1,2024-01-08T23:58:56Z,4.6,26.31,Sunny
6,2024-01-19T14:16:14Z,32.21,63.0,Cloudy
7,2024-01-08T21:57:53Z,32.53,95.05,Snowy
1,2024-01-10T16:15:37Z,19.77,8.31,Sunny
4,2024-01-04T11:23:16Z,17.86,69.95,Snowy
4,2024-01-08T11:17:35Z,32.55,63.54,Rainy
6,2024-01-13T20:55:53Z,24.78,84.08,Sunny
1,2024-01-24T10:57:49Z,-3.55,86.87,Sunny
8,2024-01-10T04:47:46Z,20.18,83.3,Cloudy
7,2024-01-08T17:12:22Z,32.26,72.62,Rainy
4,2024-01-22T08:03:56Z,16.27,98.33,Rainy
1,2024-01-13T10:10:38Z,8.03,23.04,Snowy
5,2024-01-18T07:59:27Z,26.82,8.63,Snowy
4,2024-01-18T14:01:03Z,29.37,51.84,Snowy
1,2024-01-05T21:10:20Z,12.78,24.97,Rainy
5,2024-01-28T18:42:39Z,3.42,11.1,Sunny
6,2024-01-30T09:20:12Z,9.08,33.2,Sunny
4,2024-01-23T01:03:37Z,36.13,68.88,Rainy
2,2024-01-22T05:43:53Z,-0.01,20.77,Snowy
2,2024-01-07T14:25:11Z,23.88,78.65,Rainy
5,2024-01-08T04:14:53Z,8.95,72.9,Cloudy
2,2024-01-07T11:34:35Z,-2.95,21.08,Cloudy
2,2024-01-06T22:55:40Z,11.05,68.53,Snowy
3,2024-01-15T08:20:05Z,26.99,35.29,Cloudy
1,2024-01-06T04:36:42Z,-9.08,77.15,Rainy
6,2024-01-04T07:57:29Z,0.24,20.91,Snowy
5,2024-01-23T22:40:22Z,19.35,83.21,Snowy
7,2024-01-22T23:50:57Z,22.79,54.42,Sunny
6,2024-01-13T20:55:27Z,-2.51,73.74,Rainy
5,2024-01-14T08:01:11Z,7.34,93.85,Cloudy
7,2024-01-28T17:43:40Z,23.21,21.03,Rainy
3,2024-01-03T11:05:04Z,-0.54,84.27,Snowy
4,2024-01-11T23:44:12Z,27.51,60.36,Cloudy
8,2024-01-03T02:41:41Z,15.91,95.39,Sunny
5,2024-01-10T01:49:55Z,-9.65,61.97,Cloudy
6,2024-01-22T23:49:26Z,-5.58,23.57,Rainy
8,2024-01-07T01:47:30Z,-0.77,22.8,Rainy
7,2024-01-10T15:11:40Z,31.7,19.13,Snowy
1,2024-01-03T16:41:18Z,3.03,4.76,Snowy
2,2024-01-11T17:20:40Z,20.31,26.64,Snowy
5,2024-01-11T10:14:04Z,29.64,26.47,Snowy
2,2024-01-17T12:29:20Z,-5.63,33.84,Cloudy
7,2024-01-14T14:35:18Z,24.98,94.27,Cloudy
2,2024-01-25T17:22:32Z,-5.93,54.48,Rainy
8,2024-01-12T10:07:32Z,22.83,1.51,Snowy
4,2024-01-12T17:04:06Z,39.64,85.63,Sunny
8,2024-01-05T14:40:58Z,-5.97,47.17,Snowy
4,2024-01-29T08:18:55Z,2.7,71.43,Rainy
6,2024-01-23T13:16:32Z,-3.4,59.5,Snowy
4,2024-01-06T08:09:36Z,33.97,19.11,Sunny
8,2024-01-21T23:22:58Z,-1.95,72.1,Sunny
1,2024-01-07T04:38:08Z,30.64,90.33,Sunny
2,2024-01-22T01:39:05Z,39.8,78.35,Rainy
1,2024-01-13T04:37:24Z,23.32,67.07,Rainy
4,2024-01-21T03:53:45Z,38.96,62.54,Cloudy
4,2024-01-11T22:04:36Z,6.75,30.73,Snowy
5,2024-01-30T08:35:13Z,24.98,67.53,Snowy
3,2024-01-08T12:16:16Z,6.98,58.76,Cloudy
2,2024-01-03T03:38:08Z,36.75,32.8,Sunny
4,2024-01-18T00:59:54Z,27.58,29.7,Cloudy
6,2024-01-04T10:11:32Z,30.27,40.19,Rainy
7,2024-01-28T17:49:56Z,0.11,34.0,Sunny
7,2024-01-25T21:53:54Z,33.41,3.83,Rainy
8,2024-01-19T15:58:59Z,-1.72,35.87,Snowy
7,2024-01-25T13:13:05Z,0.24,86.11,Sunny
2,2024-01-08T01:53:55Z,-2.17,43.45,Cloudy
2,2024-01-07T07:36:24Z,-7.42,80.44,Sunny
1,2024-01-24T01:38:26Z,1.24,16.71,Cloudy
4,2024-01-04T16:01:09Z,29.59,17.3,Rainy
4,2024-01-29T17:53:04Z,-5.1,57.35,Rainy
3,2024-01-21T15:03:49Z,4.04,86.37,Cloudy
4,2024-01-29T06:25:01Z,6.19,71.47,Cloudy
2,2024-01-28T22:31:54Z,6.53,65.78,Sunny
8,2024-01-17T20:51:46Z,-7.23,26.01,Cloudy
6,2024-01-25T15:57:54Z,22.51,19.71,Snowy
8,2024-01-10T16:04:21Z,11.52,38.51,Snowy
7,2024-01-29T18:43:00Z,24.05,27.7,Rainy
5,2024-01-01T03:00:09Z,33.79,15.74,Sunny
1,2024-01-08T07:23:37Z,29.12,74.58,Cloudy
3,2024-01-27T22:40:15Z,29.77,94.51,Cloudy
3,2024-01-13T07:34:46Z,31.41,17.8,Cloudy
4,2024-01-20T21:22:29Z,11.15,21.09,Sunny
5,2024-01-18T16:27:20Z,-1.3,16.25,Rainy
4,2024-01-13T00:29:07Z,21.03,74.18,Cloudy
4,2024-01-11T05:53:54Z,-7.51,81.41,Rainy
1,2024-01-04T06:22:46Z,20.14,37.35,Snowy
1,2024-01-03T04:14:28Z,32.96,27.15,Rainy
4,2024-01-11T15:30:21Z,29.52,9.53,Snowy
6,2024-01-21T12:24:13Z,16.43,32.09,Cloudy
3,2024-01-08T08:19:51Z,19.54,33.98,Snowy
5,2024-01-05T23:18:32Z,16.17,44.14,Snowy
3,2024-01-03T06:07:45Z,28.79,75.98,Cloudy
4,2024-01-02T22:02:46Z,0.82,76.79,Cloudy
8,2024-01-08T10:27:44Z,26.56,79.9,Cloudy
6,2024-01-20T19:58:07Z,37.17,30.66,Snowy
7,2024-01-04T08:32:57Z,27.61,49.37,Rainy
5,2024-01-19T23:07:32Z,35.51,36.64,Cloudy
2,2024-01-24T09:34:19Z,18.81,66.89,Rainy
3,2024-01-15T09:29:10Z,7.21,37.5,Rainy
5,2024-01-16T12:55:32Z,0.98,85.86,Snowy
7,2024-01-10T11:40:38Z,4.91,76.39,Sunny
6,2024-01-06T12:27:53Z,26.28,69.65,Snowy
7,2024-01-12T15:32:09Z,-1.64,7.79,Cloudy
8,2024-01-24T04:29:09Z,26.89,98.21,Snowy
7,2024-01-27T23:39:30Z,-3.91,59.96,Snowy
5,2024-01-26T06:05:46Z,-7.27,97.52,Cloudy
5,2024-01-16T18:47:47Z,37.13,20.9,Rainy
8,2024-01-02T01:12:13Z,10.03,17.87,Cloudy
2,2024-01-28T19:47:13Z,24.32,17.78,Snowy
6,2024-01-27T04:29:11Z,37.22,22.73,Rainy
6,2024-01-08T14:18:58Z,17.94,49.24,Rainy
6,2024-01-05T18:37:56Z,15.92,5.56,Snowy
4,2024-01-16T23:11:16Z,-8.69,60.8,Sunny
6,2024-01-09T15:20:36Z,32.51,20.26,Rainy
4,2024-01-08T07:56:32Z,27.2,67.85,Cloudy
6,2024-01-18T22:18:42Z,-5.76,38.06,Rainy
5,2024-01-19T01:25:04Z,-7.82,81.47,Cloudy
5,2024-01-14T22:00:10Z,17.41,90.7,Sunny
7,2024-01-08T13:37:31Z,21.25,33.87,Snowy
7,2024-01-27T07:51:29Z,23.05,60.58,Rainy
6,2024-01-06T17:30:05Z,34.35,34.89,Rainy
6,2024-01-03T22:30:23Z,16.12,83.72,Snowy
3,2024-01-20T15:39:07Z,2.88,14.84,Sunny
3,2024-01-26T18:27:35Z,-4.66,20.03,Snowy
3,2024-01-29T09:57:20Z,16.74,64.28,Cloudy
1,2024-01-25T01:14:59Z,-8.39,23.85,Cloudy
3,2024-01-10T00:29:29Z,23.68,14.29,Snowy
5,2024-01-19T13:32:23Z,23.94,40.48,Sunny
1,2024-01-13T02:40:48Z,1.5,27.41,Snowy
8,2024-01-04T07:35:01Z,24.1,16.37,Snowy
2,2024-01-21T22:38:05Z,8.12,21.22,Cloudy
4,2024-01-29T02:56:18Z,35.55,24.76,Sunny
6,2024-01-06T13:23:05Z,8.11,20.61,Sunny
4,2024-01-07T00:42:22Z,18.44,67.34,Rainy
4,2024-01-28T11:29:22Z,12.59,45.92,Cloudy
6,2024-01-11T21:20:00Z,-1.75,33.55,Rainy
8,2024-01-02T11:25:58Z,0.91,86.76,Sunny
8,2024-01-07T08:51:15Z,-7.9,3.43,Rainy
1,2024-01-26T06:27:52Z,7.23,78.93,Snowy
3,2024-01-11T02:55:45Z,-1.51,87.11,Rainy
6,2024-01-12T21:01:15Z,-0.53,36.55,Rainy
5,2024-01-09T16:38:38Z,18.06,14.43,Snowy
3,2024-01-26T00:08:01Z,29.09,8.15,Rainy
3,2024-01-29T15:11:28Z,30.85,76.63,Snowy
4,2024-01-17T11:29:55Z,14.55,86.92,Sunny
1,2024-01-27T07:54:28Z,16.93,49.67,Sunny
2,2024-01-01T16:29:57Z,6.41,22.5,Sunny
1,2024-01-19T04:25:58Z,38.44,10.97,Rainy
8,2024-01-07T16:40:09Z,33.98,92.03,Sunny
4,2024-01-19T16:18:13Z,36.09,32.02,Sunny
4,2024-01-28T12:23:31Z,-9.98,62.15,Cloudy
5,2024-01-14T07:17:52Z,7.33,99.46,Rainy
4,2024-01-25T12:30:45Z,-2.88,19.68,Rainy
3,2024-01-23T07:22:33Z,34.31,20.67,Rainy
7,2024-01-03T15:21:58Z,30.14,95.08,Rainy
5,2024-01-08T19:41:01Z,10.76,50.28,Snowy
8,2024-01-14T19:26:16Z,29.51,99.84,Cloudy
8,2024-01-13T22:07:33Z,-0.22,70.16,Rainy
5,2024-01-25T18:43:30Z,16.65,43.14,Cloudy
1,2024-01-02T16:04:50Z,34.61,6.69,Snowy
5,2024-01-17T02:14:29Z,13.89,94.09,Cloudy
3,2024-01-28T23:20:39Z,11.37,64.62,Rainy
4,2024-01-07T20:32:37Z,7.3,41.04,Sunny
6,2024-01-15T11:52:23Z,39.29,67.74,Rainy
3,2024-01-21T00:34:35Z,-9.87,95.67,Rainy
6,2024-01-05T07:59:45Z,-8.45,33.06,Sunny
6,2024-01-04T05:17:59Z,-7.91,81.98,Snowy
2,2024-01-04T15:05:28Z,36.88,91.2,Cloudy
1,2024-01-24T02:19:22Z,28.74,66.64,Sunny
8,2024-01-21T14:04:03Z,30.65,81.18,Rainy
4,2024-01-17T18:27:41Z,-3.86,1.04,Rainy
5,2024-01-23T08:02:28Z,0.4,4.73,Rainy
7,2024-01-04T05:09:15Z,-0.52,19.36,Snowy
6,2024-01-30T06:48:29Z,-2.11,8.65,Rainy
2,2024-01-26T22:58:16Z,25.74,60.73,Sunny
2,2024-01-07T01:56:14Z,25.09,2.81,Cloudy
4,2024-01-04T05:15:02Z,20.05,11.03,Sunny
3,2024-01-18T09:04:46Z,22.76,0.87,Rainy
8,2024-01-18T18:16:00Z,3.24,82.66,Snowy
4,2024-01-04T08:28:34Z,14.39,83.35,Cloudy
8,2024-01-21T17:33:57Z,33.12,42.95,Cloudy
2,2024-01-05T21:31:21Z,5.07,91.21,Sunny
4,2024-01-02T02:14:46Z,-1.08,52.59,Sunny
4,2024-01-10T00:52:46Z,1.56,79.1,Sunny
5,2024-01-03T18:59:17Z,-8.72,59.66,Sunny
8,2024-01-19T12:43:50Z,12.61,41.59,Sunny
7,2024-01-23T02:03:25Z,6.32,51.43,Rainy
3,2024-01-17T15:36:00Z,2.41,55.38,Sunny
3,2024-01-23T22:52:08Z,4.63,0.79,Snowy
5,2024-01-25T03:53:06Z,-9.17,74.94,Rainy
6,2024-01-11T14:48:28Z,33.39,69.12,Snowy
7,2024-01-20T03:31:27Z,-4.35,32.65,Rainy
4,2024-01-03T11:19:57Z,23.1,78.44,Cloudy
8,2024-01-15T07:41:33Z,34.67,38.41,Rainy
2,2024-01-17T03:33:51Z,8.88,71.08,Rainy
2,2024-01-26T18:15:36Z,27.6,89.66,Cloudy
7,2024-01-14T06:24:59Z,9.83,93.38,Rainy
1,2024-01-30T05:34:25Z,-0.94,44.4,Sunny
4,2024-01-20T02:14:31Z,27.53,17.53,Snowy
7,2024-01-22T14:50:33Z,16.84,38.71,Rainy
1,2024-01-27T16:24:29Z,10.76,59.53,Sunny
2,2024-01-18T00:38:43Z,24.17,31.69,Snowy
8,2024-01-28T02:25:01Z,34.09,39.24,Cloudy
5,2024-01-28T06:22:48Z,29.96,36.69,Sunny
7,2024-01-30T16:28:12Z,11.09,90.52,Snowy
6,2024-01-07T07:58:36Z,28.17,82.23,Snowy
2,2024-01-13T05:51:22Z,-8.98,0.11,Cloudy
1,2024-01-16T19:23:28Z,0.22,52.6,Sunny
2,2024-01-29T08:42:40Z,3.91,29.48,Rainy
8,2024-01-18T14:49:49Z,21.93,19.68,Cloudy
1,2024-01-28T01:46:36Z,32.0,73.84,Snowy
3,2024-01-05T12:11:35Z,26.45,82.44,Cloudy
1,2024-01-13T09:46:53Z,1.29,62.38,Sunny
8,2024-01-06T00:05:06Z,30.18,30.15,Rainy
4,2024-01-05T19:40:31Z,6.5,21.7,Sunny
8,2024-01-15T13:58:05Z,4.64,29.34,Sunny
5,2024-01-13T21:23:20Z,39.53,77.52,Cloudy
8,2024-01-15T23:46:13Z,35.35,45.98,Snowy
5,2024-01-30T17:34:40Z,30.53,66.16,Rainy
7,2024-01-03T04:03:19Z,2.87,45.26,Snowy
5,2024-01-08T07:58:27Z,5.01,39.83,Snowy
5,2024-01-07T01:27:35Z,0.01,79.23,Snowy
3,2024-01-02T12:41:23Z,17.58,93.63,Cloudy
6,2024-01-09T05:02:04Z,-6.32,89.81,Sunny
6,2024-01-20T20:10:12Z,16.9,25.97,Rainy
8,2024-01-11T03:34:04Z,18.22,65.87,Cloudy
6,2024-01-14T22:20:34Z,37.54,91.68,Rainy
7,2024-01-07T07:16:37Z,16.22,99.18,Sunny
5,2024-01-20T15:19:15Z,29.88,36.96,Sunny
5,2024-01-11T20:33:14Z,29.36,42.45,Rainy
8,2024-01-29T18:57:20Z,-5.03,14.26,Snowy
3,2024-01-19T11:18:40Z,34.18,50.86,Sunny
2,2024-01-03T11:46:20Z,8.54,25.02,Sunny
5,2024-01-10T11:43:08Z,39.56,69.48,Rainy
5,2024-01-28T08:44:25Z,19.9,95.68,Snowy
1,2024-01-29T21:18:30Z,34.53,0.9,Rainy
1,2024-01-30T14:02:55Z,19.89,30.92,Cloudy
6,2024-01-29T03:00:56Z,23.17,94.27,Rainy
